psnr,ssim,niqe
29.3015575408936,0.826804935932159,3.49423050880432
26.3751850128174,0.849106073379517,3.38553714752197
28.1954593658447,0.849609613418579,3.09734678268433
26.2888603210449,0.880001842975616,2.6428050994873
29.0986137390137,0.812668144702911,3.48128318786621
29.679162979126,0.852298676967621,3.24668407440186
29.4260272979736,0.855631530284882,3.59440994262695
29.9165782928467,0.850864827632904,3.10566449165344
26.8978233337402,0.825564563274384,3.52248811721802
28.5379791259766,0.837187469005585,3.33686351776123
28.1839504241943,0.806502163410187,3.27200031280518
28.6733703613281,0.843929469585419,3.26737856864929
30.3712139129639,0.825794994831085,3.16978693008423
28.1008758544922,0.861894369125366,3.19018483161926
27.3690891265869,0.830290615558624,3.13494992256165
30.3744659423828,0.795759379863739,3.62638211250305
27.0521144866943,0.895084857940674,2.72845602035522
27.8322792053223,0.849687099456787,3.36424565315247
28.128044128418,0.851556062698364,2.95658278465271
27.5715045928955,0.801667749881744,3.50813055038452
26.2046546936035,0.922277927398682,3.05105400085449
28.0439548492432,0.801172494888306,3.69432163238525
29.0352993011475,0.805786788463593,3.52430272102356
26.4441452026367,0.858513593673706,3.33652234077454
27.1485786437988,0.864947319030762,3.05149435997009
29.8372650146484,0.81430721282959,3.38654685020447
30.129415512085,0.868057072162628,2.81162643432617
28.6106262207031,0.849352359771729,3.4491560459137
29.1995487213135,0.840507805347443,3.29493832588196
28.8248081207275,0.852264583110809,3.24563646316528
27.81907081604,0.893075406551361,3.27160668373108
28.6588764190674,0.808410346508026,3.56522464752197
29.6348094940186,0.803482830524445,3.41061449050903
27.2271976470947,0.860753238201141,3.13113760948181
28.1339931488037,0.875024795532227,2.95902490615845
29.5479507446289,0.817928552627563,3.43677401542664
30.782039642334,0.834509611129761,3.98505640029907
26.1536178588867,0.845392227172852,3.13086700439453
28.6898384094238,0.847596943378448,3.3806688785553
23.6892032623291,0.764523327350616,3.68118143081665
30.5483245849609,0.831139504909515,3.34218263626099
26.4062767028809,0.868405044078827,2.96391296386719
27.017786026001,0.872432231903076,2.75515294075012
29.9091129302979,0.848793685436249,3.00734329223633
30.0507869720459,0.821037113666534,3.34584403038025
29.6548843383789,0.867368519306183,3.49224925041199
30.2636089324951,0.836408138275146,3.33634662628174
30.2382259368896,0.804003894329071,3.48282051086426
28.7259941101074,0.919209718704224,3.02730846405029
27.1024436950684,0.887115299701691,2.74498844146729
24.0690460205078,0.881882429122925,2.72655320167542
29.375301361084,0.857395172119141,2.95176124572754
30.1535625457764,0.861505031585693,2.96887636184692
30.0336132049561,0.859179973602295,3.18644380569458
26.5222930908203,0.840966761112213,3.34767174720764
30.7083873748779,0.84149044752121,3.09339284896851
29.8369274139404,0.877636134624481,3.04263663291931
30.2071151733398,0.869990050792694,3.19967842102051
27.5977821350098,0.8591588139534,2.85266017913818
29.8400230407715,0.859180927276611,3.17697286605835
29.0671920776367,0.817640960216522,3.52599954605103
28.966983795166,0.8289834856987,3.42026615142822
29.7574901580811,0.853247344493866,3.11159086227417
21.8498210906982,0.867559671401978,3.94286847114563
26.2268314361572,0.84063583612442,3.31740665435791
30.2912693023682,0.771782577037811,3.94478106498718
30.2505073547363,0.808179676532745,3.60472869873047
30.4426460266113,0.798873007297516,3.55334687232971
25.6660709381104,0.865519821643829,4.09268522262573
25.6599159240723,0.831680297851562,3.71307682991028
26.6224384307861,0.860311806201935,3.41809129714966
26.929407119751,0.852687120437622,3.2963752746582
23.283992767334,0.862879455089569,3.40714383125305
26.8751773834229,0.863690078258514,3.57861685752869
26.939079284668,0.901540815830231,2.85066819190979
31.3224201202393,0.859250843524933,3.48527216911316
29.4946784973145,0.866534292697906,3.28403091430664
26.9670810699463,0.829407393932343,3.25570774078369
29.2429256439209,0.831548035144806,3.26031875610352
28.5302600860596,0.849481761455536,3.42154359817505
27.9792404174805,0.866440773010254,3.55707406997681
27.3232688903809,0.838120460510254,3.47397351264954
30.260835647583,0.873205840587616,2.93107843399048
27.2558155059814,0.892201960086823,3.08425259590149
29.9933128356934,0.80432254076004,3.37343096733093
29.0720996856689,0.853692531585693,3.00913572311401
29.3709449768066,0.820613086223602,3.52757143974304
25.7690505981445,0.878751218318939,3.98676490783691
30.6421871185303,0.864084780216217,3.00492000579834
30.2134571075439,0.893333613872528,2.99805521965027
30.5851345062256,0.839037656784058,3.20317888259888
26.5275382995605,0.872843325138092,3.41330194473267
29.9152450561523,0.908837020397186,2.56743264198303
30.5477180480957,0.801202833652496,3.47492814064026
30.0793991088867,0.807429492473602,3.42765283584595
29.7907905578613,0.796261250972748,3.88262462615967
26.606559753418,0.876108109951019,3.46898794174194
